"","hospital","address","bed_class1","last_update_class1","bed_class2","last_update_class2","bed_class3","last_update_class3","tlp_number","province","district","scraped_at","bed_type"
"12","RS Unggul Karsa Medika","Jl. Taman Kopo Indah III Blok H No. 1, Desa MekarRahayu, Kecamatan MargaAsih, Kabupaten Bandung",2,"37 jam",3,"37 jam",24,"37 jam","02286011220","32","3204",2021-08-17 20:54:36,"Non COVID-19"
"13","RS Umum Daerah Kesehatan Kerja","Jl. Raya Rancaekek KM. 27 NO. 612 Desa Nanjungmekar Kec. Rancaekek",3,"2 menit",7,"2 menit",14,"2 menit","0227798778","32","3204",2021-08-17 20:54:36,"Non COVID-19"
"14","RS Umum Bina Sehat ","Jl. Raya Dayeuhkolot No.325 Bandung",5,NA,1,NA,3,NA,"0225207963","32","3204",2021-08-17 20:54:36,"Non COVID-19"
"15","RS Umum AMC ","Jl. Raya Cileunyi No.1, Cileunyi Wetan, Cileunyi, Bandung, Jawa Barat 40622",13,NA,19,NA,24,NA,"0813-1656-0227","32","3204",2021-08-17 20:54:36,"Non COVID-19"
"16","RS Umum Daerah Lembang","Jl. Raya Lembang KM.11,4 No.11 Desa Gudang Kahuripan Kec. Lembang",4,"12 jam",NA,NA,40,"12 jam","0222786879","32","3217",2021-08-17 20:54:37,"Non COVID-19"
"17","RS Karisma Cimareme","Jl. Raya Cimareme No. 235 RT. 03 RW. 01 Kec.Ngamprah",3,NA,8,NA,9,NA,"0226866221","32","3217",2021-08-17 20:54:37,"Non COVID-19"
"18","RS Umum Daerah Cikalong Wetan","Jl. Padalarang - Purwakarta KM 11 Cikalong Wetan",NA,NA,NA,NA,37,"36 jam","022868666243","32","3217",2021-08-17 20:54:37,"Non COVID-19"
"19","RS Ibu dan Anak Kartini","Jl. Letkol GA Manulang No. 46 Padalarang Bandung Barat",4,NA,2,NA,5,NA,"hotline tidak tersedia","32","3217",2021-08-17 20:54:37,"Non COVID-19"
"20","RS Ibu dan Anak Graha Medika Padalarang","Jl. Raya Padalarang Ruko Padalarang Point No. 527 ",7,NA,6,NA,8,NA,"02287785998","32","3217",2021-08-17 20:54:37,"Non COVID-19"
"21","RS Jiwa Provinsi Jawa Barat","Jl. Kolonel Masturi KM 7 Cisarua - Bandung Barat",2,"13 jam",16,"13 jam",27,"13 jam","0222700909","32","3217",2021-08-17 20:54:37,"Non COVID-19"
"22","RS Umum Cahya Kawaluyan","Jl. Parahyangan KM. 3 - Kota Baru Parahyangan Kec. Padalarang KBB",3,NA,11,NA,22,NA,"0226803700","32","3217",2021-08-17 20:54:37,"Non COVID-19"
"23","RS Umum Daerah Kabupaten Banggai ","Jl. Imam Bonjol KM 3 No. 14 Luwuk",26,"36 jam",40,"36 jam",83,"36 jam","046121820","72","7202",2021-08-17 20:54:37,"Non COVID-19"
"24","RS Umum Daerah Trikora Salakan","Jl. Trans Peling KM. 5 No. 1 Salakan",5,NA,14,"37 jam",44,"37 jam","082188611244","72","7201",2021-08-17 20:54:38,"Non COVID-19"
"25","RS Umum Daerah Banggai","Jl. KM 7.Adean Kabupaten Banggai Laut",12,NA,22,NA,30,NA,"085394566701","72","7211",2021-08-17 20:54:39,"Non COVID-19"
"26","RS Umum Daerah Depati Bahrin","Jl. Jend Sudirman No.195, Kel.Parit Padang Kec.Sungailiat Propinsi Kepulauan Bangka Belitung",16,"4 menit",11,"4 menit",20,"4 menit","071792489","19","1901",2021-08-17 20:54:39,"Non COVID-19"
"27","RS Umum Daerah Kab.Bangka Tengah","Jl. By Pass No 01 Kec.Koba,Kab. Bangka Tengah",7,"10 jam",15,"10 jam",24,"10 jam","085383884511","19","1904",2021-08-17 20:54:40,"Non COVID-19"
"28","RS Umum Daerah Kabupaten Bangli"," Jl. Brigjen Ngurah Rai No. 99X Bangli",10,"12 jam",8,NA,38,NA,"036691521","51","5106",2021-08-17 20:54:41,"Non COVID-19"
"29","RS Umum Bangli Medika Canti","Jl. Tirta Giri Kutri, LC Subak Aya, Bebalang",0,"36 jam",3,"36 jam",0,"36 jam","036691555","51","5106",2021-08-17 20:54:41,"Non COVID-19"
"30","RS Umum Daerah Ratu Zalecha","Jl Menteri Empat Martapura Kabupaten Banjar Kalimantan Selatan",24,NA,47,NA,56,NA,"05114789455","63","6303",2021-08-17 20:54:42,"Non COVID-19"
"31","RS Jiwa Sambang Lihum","Jl Gubernur Syarkawi KM.3,9 Kec.Gambut",0,"38 jam",3,"38 jam",194,NA,"05116730000","63","6303",2021-08-17 20:54:42,"Non COVID-19"
"32","RS Umum Emmanuel","Jl. Raya Purwareja Klampok - Banjarnegara",12,NA,13,NA,39,NA,"(0286) 479030","33","3304",2021-08-17 20:54:42,"Non COVID-19"
"33","RS Umum Daerah Panembahan Senopati","Jl Dr. Wahidin Sudiro Husodo Bantul",3,NA,0,NA,33,NA,"hotline tidak tersedia","34","3402",2021-08-17 20:54:43,"Non COVID-19"
"34","RS Umum Santa Elisabeth","Ganjuran Sumbermulyo Bambanglipuro",1,NA,0,NA,6,NA,"02746460400","34","3402",2021-08-17 20:54:43,"Non COVID-19"
"35","RSU PKU Muhammadiyah Bantul","Jl Jenderal Sudirman 124 Bantul",NA,NA,8,"8 jam",2,"37 jam","0274367437","34","3402",2021-08-17 20:54:43,"Non COVID-19"
"36","RS Ibu Anak Ummi Khasanah","Jl Pemuda Ds Gandekan Bantul",NA,NA,3,"53 menit",10,"53 menit","0274367638","34","3402",2021-08-17 20:54:43,"Non COVID-19"
"37","RS Umum Nur Hidayah","Jl Imogiri Timur Km. 11,5 Trimulyo Jetis Bantul",4,"52 menit",5,"52 menit",27,"52 menit","085100472941","34","3402",2021-08-17 20:54:43,"Non COVID-19"
"38","RS Umum Rachma Husada "," Jl Parantritis Km.16 Gerselo Patalan Jetis Bantul ",10,"13 jam",30,"13 jam",8,"13 jam","02746460089","34","3402",2021-08-17 20:54:43,"Non COVID-19"
"39","RS Umum Griya Mahardika Yogyakarta","jl. Parangtritis KM 4.5 gang Wijayakusuma No 212 Yogyakarta",8,"3 jam",4,"3 jam",1,"3 jam","0274445024","34","3402",2021-08-17 20:54:43,"Non COVID-19"
"40","RS Bunda Medika Jakabaring","Jl. Gubernur H.A. Bastari Jakabaring Desa Sungai Kedukan Kecamatan Rambutan",13,NA,17,NA,15,NA,"085384532735","16","1607",2021-08-17 20:54:44,"Non COVID-19"
"41","RS Umum Pusat Dr. Rivai Abdullah","Jl. Sungai Kundur Kelurahan Mariana Kec. Banyuasin I ",7,"11 menit",10,"11 menit",39,"11 menit","07117537201","16","1607",2021-08-17 20:54:44,"Non COVID-19"
"42","RS umum Daerah Banyumas","Jl. Rumah Sakit No.1 Banyumas",13,"15 jam",39,"15 jam",85,"15 jam","0281796031","33","3302",2021-08-17 20:54:44,"Non COVID-19"
"43","RS Khusus Bedah Jatiwinangun"," Jl. Jatiwinangun No.54, Purwokerto",3,NA,5,NA,12,NA,"0281632632","33","3302",2021-08-17 20:54:44,"Non COVID-19"
"44","RS Ibu dan Anak Amanah","Jl Raya Kebokura No.37 Kec Sumpiuh Kab Banyumas",7,"kurang dari 1 menit",1,"kurang dari 1 menit",0,"kurang dari 1 menit","0282497548","33","3302",2021-08-17 20:54:44,"Non COVID-19"
"45","RS Umum Islam Purwokerto","Jl. H. Masyuri Rejasari No 39 Purwokerto",9,"1 menit",5,"1 menit",18,"1 menit","0281630019","33","3302",2021-08-17 20:54:44,"Non COVID-19"
"46","RS Umum Daerah Ajibarang","    Jl. Raya Pancasan No.1,Ajibarang Banyumas",6,"14 jam",13,"14 jam",30,"14 jam","02816570004","33","3302",2021-08-17 20:54:44,"Non COVID-19"
"47","RS Umum Daerah Blambangan","  Jl. Letkol Istiqlah No. 49 Banyuwangi",13,"38 jam",23,"38 jam",63,"38 jam","0333421118 ","35","3510",2021-08-17 20:54:45,"Non COVID-19"
"48","RS Umum Bhakti Husada","Jl. Krikilan-Glenmore Dusun Krajan, Tegalharjo",9,NA,9,"34 jam",12,NA,"0333821118","35","3510",2021-08-17 20:54:45,"Non COVID-19"
"49","RS Yasmin","Jl. Letkol Istiqlah Nomor 80-84 Banyuwangi",4,"38 jam",5,"38 jam",12,"38 jam","0333424671","35","3510",2021-08-17 20:54:45,"Non COVID-19"
"50","RS Al Huda ","Jl. Raya Gambiran No. 225, Desa Gambiran, Kec. Gambiran, Kab. Banyuwangi",5,"14 jam",20,NA,18,"14 jam","0333842034","35","3510",2021-08-17 20:54:45,"Non COVID-19"
"51","RS Umum PKU Muhammadiyah Rogojampi","Jalan Diponegoro Nomor 20 Rogojampi, Kab. Banyuwangi",10,NA,19,NA,30,NA,"0333631149","35","3510",2021-08-17 20:54:45,"Non COVID-19"
"52","RS Ibu dan Anak Abdhi Famili","Jl. Diponegoro No. 5 Wringinrejo RT 005 / RW 005 Gambiran Banyuwangi",0,"36 jam",4,"36 jam",3,"36 jam","082337503418","35","3510",2021-08-17 20:54:45,"Non COVID-19"
"53","RS Al-Rohmah Banyuwangi","Jl. A. Yani No. 37 Jajag Gambiran, Banyuwangi",5,NA,12,"53 menit",16,NA,"0333397267","35","3510",2021-08-17 20:54:45,"Non COVID-19"
"54","RS Ibu dan Anak Rahayu Medika","Jl. Pekulo-Sukomukti No.09, Kebaman, Srono, Banyuwangi",NA,NA,6,NA,24,NA,"0333911542","35","3510",2021-08-17 20:54:45,"Non COVID-19"
"55","RS Umum Daerah Jaraga Sasameh","Jl. Patianom Nomor 6 Buntok Kode Pos.737112 Kalimantan Tengah Telepon (0525) 21261 Faksimile (0525) ",9,"42 jam",16,NA,9,NA,"081250479890","62","6204",2021-08-17 20:54:46,"Non COVID-19"
"56","RS Umum Batara Siang","  Jl. Sultan Hasanudin 7 Pangkajene",55,"14 jam",18,"14 jam",32,"14 jam","0811415118","73","7310",2021-08-17 20:54:47,"Non COVID-19"
"57","RS Umum Qim","Jl. Urip Sumoharjo, Sambong",4,NA,8,NA,3,NA,"02854495222","33","3325",2021-08-17 20:54:48,"Non COVID-19"
"58","RS Umum Daerah Limpung","Jl. Dr. Soetomo No. 17A Limpung 51271",14,NA,NA,NA,NA,NA,"02854468362","33","3325",2021-08-17 20:54:48,"Non COVID-19"
"59","RS Umum Daerah Haji Abdoel Madjid Batoe","Jl. Prof. Dr. Sri Soedewi  Muara Bulian",22,"34 jam",16,"34 jam",47,"34 jam","074321043","15","1504",2021-08-17 20:54:48,"Non COVID-19"
"60","RS Mitra Medika Batang Hari","Jl. Gajah Mada Kel. Teratai Kec. Muara Bulian",14,"33 jam",18,"33 jam",15,"33 jam","074321555","15","1504",2021-08-17 20:54:48,"Non COVID-19"
"61","RS Umum Annisa","Jl. Cikarang Baru No.31 Cikarang Utara Bekasi",56,"36 jam",10,"36 jam",17,"36 jam","081219792097","32","3216",2021-08-17 20:54:50,"Non COVID-19"
"62","Siloam Hospitals Lippo Cikarang","Jl. MH Thamrin Kav.105 Bekasi",12,"16 jam",14,"16 jam",15,"16 jam","02129636911","32","3216",2021-08-17 20:54:50,"Non COVID-19"
"63","RS Umum Daerah Kab.Bekasi"," Jl. Teuku Umar Cibitung,Bekasi",6,NA,16,NA,19,"13 jam","02188374444","32","3216",2021-08-17 20:54:50,"Non COVID-19"
"64","RS Amanda Cikarang Selatan","Jl. Raya Serang No. 83 Desa Sukadami Cikarang Selatan Kab. Bekasi",15,NA,8,NA,16,NA,"0218971643","32","3216",2021-08-17 20:54:50,"Non COVID-19"
"65","RS Umum Cibitung Medika","Jl. H. Bosih No.117 Cibitung Kabupaten Bekasi",14,NA,4,NA,14,NA,"02188323444","32","3216",2021-08-17 20:54:50,"Non COVID-19"
"66","RS Mitra Medika Narom","Jl. Desa Jatiwangi Cikedokan Kp. Kamurang",6,"38 jam",8,"38 jam",42,"38 jam","02189983741","32","3216",2021-08-17 20:54:50,"Non COVID-19"
"67","RS Uni Medika Setu Bekasi","Jl. Raya setu No.99 Desa Lubang Buaya Kec. Setu",6,NA,8,NA,16,NA,"085891000553","32","3216",2021-08-17 20:54:50,"Non COVID-19"
"68","RS Umum Kartika Husada Setu","Jl. Raya Burangkeng Desa Burangkeng Rt. 001 Rw.06 Kec. Setu",NA,NA,5,NA,NA,NA,"02182610003","32","3216",2021-08-17 20:54:50,"Non COVID-19"
"69","RS Umum Tiara","Jl. Raya Babelan No. 73 Desa Kebalen Kec. Babelan Kab. Bekasi",2,NA,2,NA,1,NA,"081388871708","32","3216",2021-08-17 20:54:50,"Non COVID-19"
"70","RS Umum Omni Cikarang","Komplek Oasis Kav. 1, Jl. Raya Cikarang Cibarusah, Kelurahan Sukaresmi, Kecamatan Cikarang Selatan.",22,"11 jam",11,"11 jam",16,"11 jam","02129779999","32","3216",2021-08-17 20:54:50,"Non COVID-19"
"71","RS Umum Pinna","Jl. Karang Satria No. 4-5 Bekasi",4,"12 jam",18,NA,1,NA,"0218827554","32","3216",2021-08-17 20:54:50,"Non COVID-19"
"72","RS Umum As-Shofwan","Jl. Raya Karawang - Bekasi km.30 Ds. Bojongsari, Kec. Kedungwaringin.",NA,NA,6,NA,26,"35 jam","02189141890","32","3216",2021-08-17 20:54:50,"Non COVID-19"
"73","RS Umum Daerah  Kab.Belitung Timur","Jl. Raya Manggar Gantung Desa Padang Kecamatan Manggar",8,"36 jam",10,"36 jam",33,"36 jam","081949244641","19","1906",2021-08-17 20:54:50,"Non COVID-19"
"74","RS Sito Husada","Jl. KH.Dewantara No.15,Atambua Belu",7,NA,5,NA,26,NA,"hotline tidak tersedia","53","5306",2021-08-17 20:54:51,"Non COVID-19"
"75","RS Umum Daerah  Bengkalis","Jl Kelapapati Tengah No.90, Bengkalis",20,"5 menit",10,"5 menit",30,"5 menit","07667008400","14","1408",2021-08-17 20:54:52,"Non COVID-19"
"76","RS Umum  Thursina","Jl Hangtuah No. 93",4,NA,18,NA,11,NA,"082384220204","14","1408",2021-08-17 20:54:52,"Non COVID-19"
"77","RS Umum  Permata Hati","Jl Jend. Sudirman No. 37",7,"14 jam",6,NA,19,NA,"081261823811","14","1408",2021-08-17 20:54:52,"Non COVID-19"
"78","RS Umum  Aulia Blitar","Jl. Raya Utara No. 3 Kembangarum, Sutojayan, Kab. Blitar",3,NA,13,NA,12,NA,"0342444168","35","3505",2021-08-17 20:54:56,"Non COVID-19"
"79","RS Umum Daerah Srengat Kab. Blitar","Jl. Raya Dandong RT. 02/RW. 03 Kec. Srengat",2,"37 jam",2,"37 jam",1,"37 jam","03425651555","35","3505",2021-08-17 20:54:56,"Non COVID-19"
"80","RS Umum An-Nisaa","Jl. Suparyono Timur No. 1, Bajang Talun Blitar",3,NA,3,NA,2,NA,"0342692999","35","3505",2021-08-17 20:54:56,"Non COVID-19"
"81","RS Umum Daerah Tani dan Nelayan"," Jln. Prof. Dr. Aloei Saboe, Desa Lamu Kec.Tilamuta,Kab.Boalemo",14,"36 jam",30,"36 jam",49,"36 jam","081355563336","75","7501",2021-08-17 20:54:58,"Non COVID-19"
"82","RS Paru Dr. M. Goenawan Partowidigdo","Jl. Raya Puncak KM.83, Po Box 28 Cisarua Bogor 16750",NA,NA,NA,NA,51,"34 jam","02518253630","32","3201",2021-08-17 20:54:58,"Non COVID-19"
"83","RS Umum Daerah Ciawi","Jl. Raya Puncak 479 Ciawi Bogor",3,"2 menit",28,"2 menit",43,"2 menit","082119041792","32","3201",2021-08-17 20:54:58,"Non COVID-19"
"84","RS Umum Daerah Leuwiliang","Jl. Raya Cibeber - Leuwiliang Bogor",36,"3 menit",14,"3 menit",34,"3 menit","0251 8643490","32","3201",2021-08-17 20:54:58,"Non COVID-19"
"85","RS Umum Annisa","JL. Raya Karanggan No. 02 Puspasari, Citeureup Bogor",3,NA,9,NA,0,NA,"02183710769","32","3201",2021-08-17 20:54:58,"Non COVID-19"
"86","RS Umum Bina Husada","Jl. Mayor Oking Jaya Atmaja KM1 No.101 Cibinong - Bogor",2,NA,4,NA,11,NA,"02187911000","32","3201",2021-08-17 20:54:58,"Non COVID-19"
"87","RS Umum Citama","Jl. Raya Pabuaran No. 52 Bogor",3,NA,37,NA,19,NA,"02187985555","32","3201",2021-08-17 20:54:58,"Non COVID-19"
"88","RS Umum Daerah Cileungsi"," Jl. Raya Cileungsi-Jonggol Km.10 Cileungsi Kab. Bogor",1,"35 menit",8,"35 menit",15,"35 menit","02189934668","32","3201",2021-08-17 20:54:58,"Non COVID-19"
"89","RS Umum Karya Bhakti Pratiwi","Jl. Raya Dramaga KM. 7 Bogor",4,"35 menit",28,"35 menit",13,"35 menit","02518626666","32","3201",2021-08-17 20:54:58,"Non COVID-19"
"90","RS EMC Sentul","Jl. MH. Thamrin Kav. 57 Sentul City, Bogor 16810",8,"36 jam",3,"36 jam",5,"36 jam","087700141777","32","3201",2021-08-17 20:54:58,"Non COVID-19"
"91","RS Umum Dr. Muhamad Hassan Toto","Jl. Sardjio No. 1, Semplak Kec. Kemang",2,"36 jam",7,"36 jam",21,"36 jam","02517535976","32","3201",2021-08-17 20:54:58,"Non COVID-19"
"92","RS Umum Daerah Tombulilato","  Ds.Inomata jln.Trans Sulawesi Pantai selatan Km. 70",2,"18 jam",2,"18 jam",31,"18 jam","085394107787","75","7504",2021-08-17 20:55:01,"Non COVID-19"
"93","RS Umum Daerah Toto Kabila","Jl.Kesehatan no 25,  kec.Tilongkabila, kab.Bone Bolango",3,"3 jam",NA,NA,NA,NA,"081356906694","75","7504",2021-08-17 20:55:01,"Non COVID-19"
"94","RS Umum  Karanggede Sisma Medika","Jl. Raya Karanggede - Solo KM.1, Boyolali",1,NA,9,NA,28,NA,"0298610600","33","3309",2021-08-17 20:55:01,"Non COVID-19"
"95","RS Umum Daerah Simo","    Jl. Kebon Ijo Ds.Simo Kec.Simo, Boyolali",3,"25 menit",8,"25 menit",22,"25 menit","02763294719","33","3309",2021-08-17 20:55:01,"Non COVID-19"
"96","RS Umum Hidayah Boyolali","Kragilan, Mojosongo, Boyolali",8,"3 jam",18,"3 jam",10,"3 jam","0276324614","33","3309",2021-08-17 20:55:01,"Non COVID-19"
"97","RS Umum Islam Boyolali","Jl. Raya Boyolali Klaten Kemiri Mojosongo",8,NA,12,NA,20,NA,"(0276) 3282158","33","3309",2021-08-17 20:55:01,"Non COVID-19"
"98","RS Umum Daerah Brebes","Jl. Jend.Sudirman No.181, Brebes",15,"8 jam",12,"8 jam",75,"8 jam","0283-671431","33","3329",2021-08-17 20:55:02,"Non COVID-19"
"99","RS Umum Daerah Kab. Buleleng","     Jl. Ngurah Rai 30 Singaraja",2,"10 jam",13,"10 jam",20,"10 jam","036222046","51","5108",2021-08-17 20:55:02,"Non COVID-19"
"100","RS Umum Daerah Tangguwisia","Jl. Singaraja-Seriri, Desa Tangguwisia, Kecamatan Seririt, Kabupaten Buleleng, Provinsi Bali",2,NA,1,NA,14,NA,"03623361387","51","5108",2021-08-17 20:55:02,"Non COVID-19"
"101","RS Jabal Rahmah Medika","Jl. RM Thaher RT. 015 RW. 005 Kel. Cadika Kec. Rimbo Tengah",4,"20 jam",4,"20 jam",16,"20 jam","082180320002","15","1509",2021-08-17 20:55:03,"Non COVID-19"
"102","RS Umum Daerah Kabupaten Buton Selatan"," JL GAJAH MADA Kel. Laompo Kec. Batauga Kab. Buton Selatan Telp/Fax.(0402)",NA,NA,3,"13 jam",20,"13 jam","085340425378","74","7415",2021-08-17 20:55:06,"Non COVID-19"
"103","RS Umum Dadi Keluarga Ciamis","Jl. RE. Martadinata Nomor 333-335 Baregbeg, Ciamis",3,"37 jam",19,"37 jam",11,"37 jam","02652750777","32","3207",2021-08-17 20:55:07,"Non COVID-19"
"104","RS Khusus Bedah RSOP Ciamis","Jl. Raya Ciamis Banjar KM 7 No. 341 RT 16 RW 06 Desa Cijeungjing Kec Cijeungjing",5,NA,8,NA,14,NA,"02657600450","32","3207",2021-08-17 20:55:07,"Non COVID-19"
"105","RS Umum Daerah Cimacan","Jl. Raya Cimacan No.17, Cianjur",5,"2 menit",15,"2 menit",44,"2 menit","02632950771","32","3203",2021-08-17 20:55:07,"Non COVID-19"
"106","RS Umum Daerah Cilacap","Jl. Gatot Subroto 28 Cilacap RT 04 / RW O5",24,"21 jam",46,"21 jam",50,"21 jam","0282533010","33","3301",2021-08-17 20:55:09,"Non COVID-19"
"107","RS Umum Islam Fatimah","Jl. Ir.H.Juanda No.20 Cilacap",14,"56 menit",17,"56 menit",9,"56 menit","0282542396","33","3301",2021-08-17 20:55:09,"Non COVID-19"
"108","RS Umum Daerah Waled"," Jl. Prabu Kiansantang No. 4 Waled, Cirebon",23,"kurang dari 1 menit",18,"kurang dari 1 menit",112,"kurang dari 1 menit","0231661275","32","3209",2021-08-17 20:55:10,"Non COVID-19"
"109","RS Pertamina Cirebon","Jl. Patra Raya Klayan No 1 Cirebon",3,"12 jam",2,"12 jam",8,NA,"08112433338","32","3209",2021-08-17 20:55:10,"Non COVID-19"
"110","RS Umum Mitra Plumbon","Jl. Raya Plumbon Km.11 Cirebon",26,NA,46,NA,46,NA,"0231323100","32","3209",2021-08-17 20:55:10,"Non COVID-19"
"111","RS Umum Sumber Waras","Jl. Urip Sumoharjo No.5 Ciwaringin, Kab. Cirebon",15,"kurang dari 1 menit",18,"kurang dari 1 menit",5,"kurang dari 1 menit","0231341079","32","3209",2021-08-17 20:55:10,"Non COVID-19"
"112","RS Jantung Hasna Medika","Jl. Raden Gilap No 8 Palimanan, Kabupaten Cirebon",5,"2 menit",20,"2 menit",9,"2 menit","0231343405","32","3209",2021-08-17 20:55:10,"Non COVID-19"
"113","RS Umum Daerah Sidikalang","Jl Rumah Sakit No 19, Sidikalang",9,"36 jam",10,"36 jam",31,"36 jam","0627000022442","12","1210",2021-08-17 20:55:10,"Non COVID-19"
"114","RS Umum Dearah Deli Serdang","Jl. Thamrin Lubuk Pakam",11,"36 jam",11,"35 jam",40,"35 jam","085297825601","12","1212",2021-08-17 20:55:14,"Non COVID-19"
"115","RS Umum Sembiring Deli Tua","Jl. Besar No.77, Deli Tua",10,"35 jam",23,"35 jam",17,"35 jam","081376490201","12","1212",2021-08-17 20:55:14,"Non COVID-19"
"116","RS Umum Yoshua","Jl. Medan Lubuk Pakam N0. 70",5,"13 jam",5,"13 jam",7,"13 jam","hotline tidak tersedia","12","1212",2021-08-17 20:55:14,"Non COVID-19"
"117","RS Grandmed ","Jl Medan km. 25 no. 66 Lubuk Pakam",17,"37 jam",8,"37 jam",18,"37 jam","085358431190","12","1212",2021-08-17 20:55:14,"Non COVID-19"
"118","RS Umum Haji Medan","Jl RS Haji Medan Estate",10,"12 jam",1,"12 jam",22,"12 jam","0616619520","12","1212",2021-08-17 20:55:14,"Non COVID-19"
"119","RS Umum Daerah Sunan Kalijaga"," Jl. Sultan Fatah No. 669/50,Demak",28,NA,4,NA,38,NA,"0291685018","33","3321",2021-08-17 20:55:14,"Non COVID-19"
"120","RS Umum Islam NU Demak","Jl. Jogoloyo No.9, Kec. Wonosalam, Demak",8,"37 jam",6,"37 jam",5,"37 jam","02916904000","33","3321",2021-08-17 20:55:14,"Non COVID-19"
"121","RS Umum Pelita Anugerah","Jl. Raya Bandung Rejo Km 11,5, Mranggen Demak",11,NA,33,NA,16,NA,"0246725555","33","3321",2021-08-17 20:55:14,"Non COVID-19"
"122","RS Umum Daerah Sultan Fatah Karangawen Demak","Jl. Raya Semarang Purwodadi KM. 21 No. 107 Karangawen Demak",9,NA,15,NA,27,NA,"02476602154","33","3321",2021-08-17 20:55:14,"Non COVID-19"
"123","RS Hj. Fatimah Sulhan PKU Muhammadiyah Demak","Jl. Sultan Hadiwijaya No. 18 Mangunjiwan",12,NA,8,NA,18,NA,"hotline tidak tersedia","33","3321",2021-08-17 20:55:14,"Non COVID-19"
"124","RS Pratama Manggelewa","Jl. Lintas Calabai Desa Doromelo Kecamatan Manggelewa Kabupaten Dompu",NA,NA,NA,NA,32,"13 jam","hotline tidak tersedia","52","5205",2021-08-17 20:55:15,"Non COVID-19"
"125","RS Umum Daerah Pendau Tambu Kab Donggala","Jl. Mapane Tambu. Kec. Baselang",16,"17 jam",25,"17 jam",17,"17 jam","085341298597","72","7205",2021-08-17 20:55:15,"Non COVID-19"
"126","RS Umum Daerah Kabupaten Empat Lawang"," Jl. Noerdin Pandji Km 5 Kel. Tanjung Kupang Kec. Tebing Tinggi Kab.empat Lawang",11,NA,16,NA,28,NA,"07027321500","16","1611",2021-08-17 20:55:16,"Non COVID-19"
"127","RS Umum Daerah Massenrempulu Enrekang"," Jl. Jend Sudirman Keppe Enrekang",18,"42 jam",17,"42 jam",36,"42 jam","085342549131","73","7316",2021-08-17 20:55:17,"Non COVID-19"
"128","RS Umum Daerah Fakfak","Jl. Jend Sudirman Fak Fak",9,"9 jam",8,"9 jam",32,"9 jam","082199455159","91","9101",2021-08-17 20:55:17,"Non COVID-19"
"129","RS Umum Intan Husada","Jl. Suherman Nomor 72 Desa Tarogong Kec. Tarogong Kidul",14,"12 jam",3,"12 jam",12,"12 jam","02622247769","32","3205",2021-08-17 20:55:18,"Non COVID-19"
"130","RS Medina","Jl. Raya Wanaraja No. 500 RT. 004 RW. 008 Desa Cinunuk Kec. Wanaraja",NA,NA,NA,NA,7,NA,"hotline tidak tersedia","32","3205",2021-08-17 20:55:18,"Non COVID-19"
"131","RS Umum Muhammad Ali Kasim","Jl.Pangur-Sangir, Kec Dabun Gelang",34,NA,NA,NA,25,NA,"081360082884","11","1113",2021-08-17 20:55:18,"Non COVID-19"
