"","hospital","address","bed_class1","last_update_class1","bed_class2","last_update_class2","bed_class3","last_update_class3","tlp_number","province","district","scraped_at","bed_type"
"65","RS Umum Kartika Husada","Jl. Raya Mangunjaya No.07 Kp.Rukem,Tambun - Bekasi",1,NA,1,NA,16,"10 jam","081318273414","32","3216",2021-07-12 18:51:06,"Non COVID-19"
"66","RS Amanda Cikarang Selatan","Jl. Raya Serang No. 83 Desa Sukadami Cikarang Selatan Kab. Bekasi",13,"11 jam",10,NA,16,"11 jam","0218971643","32","3216",2021-07-12 18:51:06,"Non COVID-19"
"67","RS Umum Dokter Adam Talib","JL. TEUKU UMAR NO. 25 CIKARANG BARAT",45,"11 jam",26,"11 jam",NA,NA,"082112767778","32","3216",2021-07-12 18:51:06,"Non COVID-19"
"68","RS Umum Cibitung Medika","Jl. H. Bosih No.117 Cibitung Kabupaten Bekasi",9,"6 jam",19,"6 jam",27,"6 jam","02188323444","32","3216",2021-07-12 18:51:06,"Non COVID-19"
"69","RS Umum Kartika Husada Setu","Jl. Raya Burangkeng Desa Burangkeng Rt. 001 Rw.06 Kec. Setu",14,NA,6,NA,35,NA,"02182610003","32","3216",2021-07-12 18:51:06,"Non COVID-19"
"70","RS Umum Tiara","Jl. Raya Babelan No. 73 Desa Kebalen Kec. Babelan Kab. Bekasi",0,NA,0,NA,0,NA,"081388871708","32","3216",2021-07-12 18:51:06,"Non COVID-19"
"71","RS Umum Pinna","Jl. Karang Satria No. 4-5 Bekasi",3,NA,18,NA,16,NA,"0218827554","32","3216",2021-07-12 18:51:06,"Non COVID-19"
"72","RS Ananda Babelan","Jl. Raya Babelan KM. 9.6 RT/RW 002/001 Kelurahan Kebalen Kecamatan Babelan",7,NA,8,NA,2,NA,"082114950240","32","3216",2021-07-12 18:51:06,"Non COVID-19"
"73","RS Umum Daerah  Kab.Belitung Timur","Jl. Raya Manggar Gantung Desa Padang Kecamatan Manggar",7,"10 jam",17,"10 jam",38,"10 jam","081949244641","19","1906",2021-07-12 18:51:06,"Non COVID-19"
"74","RS Katholik Marianum Halilulik"," Jl. Paroki Roh Kudus, Halilulik Kab.Belu",3,"11 jam",8,"11 jam",31,"11 jam","hotline tidak tersedia","53","5306",2021-07-12 18:51:07,"Non COVID-19"
"75","RS Sito Husada","Jl. KH.Dewantara No.15,Atambua Belu",8,NA,8,NA,24,NA,"hotline tidak tersedia","53","5306",2021-07-12 18:51:07,"Non COVID-19"
"76","RS Umum  Thursina","Jl Hangtuah No. 93",4,NA,18,NA,11,NA,"082384220204","14","1408",2021-07-12 18:51:07,"Non COVID-19"
"77","RS Umum  Permata Hati","Jl Jend. Sudirman No. 37",3,"12 jam",5,NA,18,NA,"081261823811","14","1408",2021-07-12 18:51:07,"Non COVID-19"
"78","RS Umum Daerah Bengkayang","Jl. Sanggau Ledo ",6,"9 jam",19,"9 jam",36,"9 jam","085752017905","61","6102",2021-07-12 18:51:07,"Non COVID-19"
"79","RS Hana Charitas Arga Makmur","Jl. Ir. Soekarno No.12 Rama Agung Arga Makmur, Bengkulu Utara",9,NA,14,NA,28,NA,"0737522300","17","1703",2021-07-12 18:51:07,"Non COVID-19"
"80","RS Umum  Aulia Blitar","Jl. Raya Utara No. 3 Kembangarum, Sutojayan, Kab. Blitar",3,NA,9,NA,12,NA,"0342444168","35","3505",2021-07-12 18:51:08,"Non COVID-19"
"81","RS Umum An-Nisaa","Jl. Suparyono Timur No. 1, Bajang Talun Blitar",0,NA,2,NA,3,"11 jam","0342692999","35","3505",2021-07-12 18:51:08,"Non COVID-19"
"82","RS Umum Permata Blora","Jl. Reksodiputro No.57,Blora",8,"9 jam",11,"9 jam",13,"9 jam","081229021229","33","3316",2021-07-12 18:51:09,"Non COVID-19"
"83","RS Paru Dr. M. Goenawan Partowidigdo","Jl. Raya Puncak KM.83, Po Box 28 Cisarua Bogor 16750",NA,NA,NA,NA,56,"3 menit","02518253630","32","3201",2021-07-12 18:51:09,"Non COVID-19"
"84","RS Umum Daerah Ciawi","Jl. Raya Puncak 479 Ciawi Bogor",15,"2 menit",31,"2 menit",40,"2 menit","082119041792","32","3201",2021-07-12 18:51:09,"Non COVID-19"
"85","RS Umum Daerah Leuwiliang","Jl. Raya Cibeber - Leuwiliang Bogor",41,"2 menit",28,"2 menit",45,"2 menit","02518643293","32","3201",2021-07-12 18:51:09,"Non COVID-19"
"86","RS Umum Annisa","JL. Raya Karanggan No. 02 Puspasari, Citeureup Bogor",2,NA,22,NA,10,NA,"02183710769","32","3201",2021-07-12 18:51:09,"Non COVID-19"
"87","RS Umum Bina Husada","Jl. Mayor Oking Jaya Atmaja KM1 No.101 Cibinong - Bogor",16,NA,14,NA,17,NA,"02187911000","32","3201",2021-07-12 18:51:09,"Non COVID-19"
"88","RS Umum Citama","Jl. Raya Pabuaran No. 52 Bogor",15,NA,38,NA,26,NA,"02187985555","32","3201",2021-07-12 18:51:09,"Non COVID-19"
"89","RS Umum Daerah Cileungsi"," Jl. Raya Cileungsi-Jonggol Km.10 Cileungsi Kab. Bogor",1,"19 menit",3,"19 menit",6,"19 menit","02189934668","32","3201",2021-07-12 18:51:09,"Non COVID-19"
"90","RS Umum Karya Bhakti Pratiwi","Jl. Raya Dramaga KM. 7 Bogor",9,"31 menit",35,"31 menit",23,"31 menit","02518626666","32","3201",2021-07-12 18:51:09,"Non COVID-19"
"91","RS EMC Sentul","Jl. MH. Thamrin Kav. 57 Sentul City, Bogor 16810",13,"10 jam",3,"10 jam",0,"10 jam","087700141777","32","3201",2021-07-12 18:51:09,"Non COVID-19"
"92","RS Umum Dr. Muhamad Hassan Toto","Jl. Sardjio No. 1, Semplak Kec. Kemang",9,"6 jam",9,"6 jam",24,"6 jam","02517535976","32","3201",2021-07-12 18:51:09,"Non COVID-19"
"93","RS Umum Daerah Dr. R. Sosodoro Djatikoesoemo"," Jl. Veteran No 36, Bojonegoro",32,"10 jam",26,"10 jam",70,"10 jam","08113224972","35","3522",2021-07-12 18:51:09,"Non COVID-19"
"94","RS Umum Daerah Sumberrejo","Jl. Raya No. 231 Sumberrejo, Bojonegoro",2,"6 jam",0,"6 jam",39,"6 jam","0353331530","35","3522",2021-07-12 18:51:09,"Non COVID-19"
"95","RS Bhayangkara Wahyu Tutuko Bojonegoro ","Jl. Panglima Sudirman No 168-169",NA,NA,1,NA,4,NA,"081216771588","35","3522",2021-07-12 18:51:09,"Non COVID-19"
"96","RS Umum Ibnu Sina Bojonegoro","Jl. Lisman No.7 Campurejo",17,NA,2,NA,10,NA,"0353883238","35","3522",2021-07-12 18:51:09,"Non COVID-19"
"97","RS Umum Daerah Tombulilato","  Ds.Inomata jln.Trans Sulawesi Pantai selatan Km. 70",2,"9 jam",2,"9 jam",35,"9 jam","085394107787","75","7504",2021-07-12 18:51:10,"Non COVID-19"
"98","RS Umum Daerah Toto Kabila","Jl.Kesehatan no 25,  kec.Tilongkabila, kab.Bone Bolango",10,"9 jam",13,"9 jam",52,"9 jam","081356906694","75","7504",2021-07-12 18:51:10,"Non COVID-19"
"99","RS Umum  Karanggede Sisma Medika","Jl. Raya Karanggede - Solo KM.1, Boyolali",8,NA,5,NA,18,NA,"0298610600","33","3309",2021-07-12 18:51:11,"Non COVID-19"
"100","RS Umum Daerah Simo","    Jl. Kebon Ijo Ds.Simo Kec.Simo, Boyolali",7,"21 menit",19,"21 menit",27,"21 menit","02763294719","33","3309",2021-07-12 18:51:11,"Non COVID-19"
"101","RS Umum Hidayah Boyolali","Kragilan, Mojosongo, Boyolali",11,"50 menit",16,"51 menit",30,"51 menit","0276324614","33","3309",2021-07-12 18:51:11,"Non COVID-19"
"102","RS Umum Daerah Brebes","Jl. Jend.Sudirman No.181, Brebes",14,"9 jam",12,"9 jam",90,"9 jam","0283-671431","33","3329",2021-07-12 18:51:11,"Non COVID-19"
"103","RS Umum Daerah Kab. Buleleng","     Jl. Ngurah Rai 30 Singaraja",8,"12 jam",12,"12 jam",43,"12 jam","036222046","51","5108",2021-07-12 18:51:11,"Non COVID-19"
"104","RS Umum Daerah Tangguwisia","Jl. Singaraja-Seriri, Desa Tangguwisia, Kecamatan Seririt, Kabupaten Buleleng, Provinsi Bali",0,NA,3,NA,20,NA,"03623361387","51","5108",2021-07-12 18:51:11,"Non COVID-19"
"105","RS Giri Emas","Jl. Raya Sangsit, Desa Giri Emas Kecamatan Sawan Kabupaten Buleleng",NA,NA,NA,NA,45,"9 jam","03623303884","51","5108",2021-07-12 18:51:11,"Non COVID-19"
"106","RS Umum Permata Bunda","Jl. Mr. Iwa Kusumasomantri No.1 Ciamis",2,NA,10,NA,9,NA,"0265771650","32","3207",2021-07-12 18:51:13,"Non COVID-19"
"107","RS Umum Al-Arif"," Jl. R.E. Martadinata No.158 B, Baregbeg - Ciamis",6,NA,12,NA,23,NA,"0265777391","32","3207",2021-07-12 18:51:13,"Non COVID-19"
"108","RS Umum Dadi Keluarga Ciamis","Jl. RE. Martadinata Nomor 333-335 Baregbeg, Ciamis",6,"11 jam",25,"11 jam",21,"11 jam","02652750777","32","3207",2021-07-12 18:51:13,"Non COVID-19"
"109","RS Khusus Bedah RSOP Ciamis","Jl. Raya Ciamis Banjar KM 7 No. 341 RT 16 RW 06 Desa Cijeungjing Kec Cijeungjing",6,NA,2,NA,14,NA,"02657600450","32","3207",2021-07-12 18:51:13,"Non COVID-19"
"110","RS Umum Daerah Sayang","Jl. Rumah Sakit No.1 Cianjur",8,"6 jam",29,"7 jam",82,"7 jam"," 08112079673","32","3203",2021-07-12 18:51:13,"Non COVID-19"
"111","RS Umum Daerah Cimacan","Jl. Raya Cimacan No.17, Cianjur",5,"3 jam",11,"3 jam",23,"3 jam","02632950771","32","3203",2021-07-12 18:51:13,"Non COVID-19"
"112","RS Umum Daerah Cilacap","Jl. Gatot Subroto 28 Cilacap RT 04 / RW O5",22,"19 jam",40,"19 jam",61,"19 jam","0282533010","33","3301",2021-07-12 18:51:13,"Non COVID-19"
"113","RS Umum Islam Fatimah","Jl. Ir.H.Juanda No.20 Cilacap",15,"52 menit",12,"52 menit",10,"52 menit","0282542396","33","3301",2021-07-12 18:51:13,"Non COVID-19"
"114","RS Umum Daerah Waled"," Jl. Prabu Kiansantang No. 4 Waled, Cirebon",19,"32 menit",23,"32 menit",111,"32 menit","0231661275","32","3209",2021-07-12 18:51:13,"Non COVID-19"
"115","RS Pertamina Cirebon","Jl. Patra Raya Klayan No 1 Cirebon",1,"8 jam",6,"8 jam",12,NA,"08112433338","32","3209",2021-07-12 18:51:13,"Non COVID-19"
"116","RS Umum Daerah Arjawinangun","Jl. Palimanan - Jakarta KM. 2 No. 1  Arjawinangun",16,"9 jam",27,"9 jam",166,"9 jam","0231358335","32","3209",2021-07-12 18:51:13,"Non COVID-19"
"117","RS Umum Permata Cirebon","Jl. Tuparev No.117 Cirebon",28,NA,50,NA,37,NA,"02318338877","32","3209",2021-07-12 18:51:13,"Non COVID-19"
"118","RS Jantung Hasna Medika","Jl. Raden Gilap No 8 Palimanan, Kabupaten Cirebon",7,"17 jam",20,"17 jam",19,"17 jam","0231343405","32","3209",2021-07-12 18:51:13,"Non COVID-19"
"119","RS Umum Daerah Sidikalang","Jl Rumah Sakit No 19, Sidikalang",14,"9 jam",22,"9 jam",40,"9 jam","0627000022442","12","1210",2021-07-12 18:51:13,"Non COVID-19"
"120","RS Umum Dearah Deli Serdang","Jl. Thamrin Lubuk Pakam",9,"16 jam",10,"16 jam",15,"16 jam","085297825601","12","1212",2021-07-12 18:51:15,"Non COVID-19"
"121","RS Umum Sembiring Deli Tua","Jl. Besar No.77, Deli Tua",14,"10 jam",17,"10 jam",18,"10 jam","081376490201","12","1212",2021-07-12 18:51:15,"Non COVID-19"
"122","RS Umum Yoshua","Jl. Medan Lubuk Pakam N0. 70",5,"9 jam",5,"9 jam",2,"9 jam","hotline tidak tersedia","12","1212",2021-07-12 18:51:15,"Non COVID-19"
"123","RS Umum Citra Medika","Jl Medan-Bt Kuis No 377 Pasar X Desa Bandar Khalipa ",10,NA,10,NA,25,NA,"hotline tidak tersedia","12","1212",2021-07-12 18:51:15,"Non COVID-19"
"124","RS Umum Haji Medan","Jl RS Haji Medan Estate",13,"12 jam",1,"12 jam",27,"12 jam","0616619520","12","1212",2021-07-12 18:51:15,"Non COVID-19"
"125","RS Umum Daerah Sunan Kalijaga"," Jl. Sultan Fatah No. 669/50,Demak",42,NA,23,NA,91,NA,"0291685018","33","3321",2021-07-12 18:51:15,"Non COVID-19"
"126","RS Umum Islam NU Demak","Jl. Jogoloyo No.9, Kec. Wonosalam, Demak",8,"12 jam",7,"12 jam",17,"11 jam","02916904000","33","3321",2021-07-12 18:51:15,"Non COVID-19"
"127","RS Umum Pelita Anugerah","Jl. Raya Bandung Rejo Km 11,5, Mranggen Demak",10,NA,28,NA,13,NA,"0246725555","33","3321",2021-07-12 18:51:15,"Non COVID-19"
"128","RS Umum Daerah Sultan Fatah Karangawen Demak","Jl. Raya Semarang Purwodadi KM. 21 No. 107 Karangawen Demak",1,NA,18,NA,39,NA,"02476602154","33","3321",2021-07-12 18:51:15,"Non COVID-19"
"129","RS Pratama Manggelewa","Jl. Lintas Calabai Desa Doromelo Kecamatan Manggelewa Kabupaten Dompu",NA,NA,NA,NA,18,"13 jam","hotline tidak tersedia","52","5205",2021-07-12 18:51:15,"Non COVID-19"
"130","RS Umum Daerah Kabelota","  Jl. Trans Palu - Donggala Kabonga Besar",2,NA,3,NA,67,"8 jam","082292436055","72","7205",2021-07-12 18:51:15,"Non COVID-19"
"131","RS Umum Daerah Kabupaten Empat Lawang"," Jl. Noerdin Pandji Km 5 Kel. Tanjung Kupang Kec. Tebing Tinggi Kab.empat Lawang",11,NA,16,NA,25,NA,"07027321500","16","1611",2021-07-12 18:51:15,"Non COVID-19"
"132","RS Umum Daerah Fakfak","Jl. Jend Sudirman Fak Fak",5,"10 jam",7,"10 jam",30,"10 jam","082199455159","91","9101",2021-07-12 18:51:16,"Non COVID-19"
"133","RS Umum Daerah Sanjiwani Gianyar","    Jl. Ciung Wenara No.2 Gianyar",2,NA,0,"13 jam",1,NA,"0361943524","51","5104",2021-07-12 18:51:16,"Non COVID-19"
