"","hospital","address","bed_class1","last_update_class1","bed_class2","last_update_class2","bed_class3","last_update_class3","tlp_number","province","district","scraped_at","bed_type"
"66","RS Umum Tiara","Jl. Raya Babelan No. 73 Desa Kebalen Kec. Babelan Kab. Bekasi",5,NA,4,NA,4,NA,"081388871708","32","3216",2021-08-08 18:41:57,"Non COVID-19"
"67","RS Umum Omni Cikarang","Komplek Oasis Kav. 1, Jl. Raya Cikarang Cibarusah, Kelurahan Sukaresmi, Kecamatan Cikarang Selatan.",21,"8 jam",11,"8 jam",16,"8 jam","02129779999","32","3216",2021-08-08 18:41:57,"Non COVID-19"
"68","RS Umum Pinna","Jl. Karang Satria No. 4-5 Bekasi",1,"14 jam",15,NA,10,NA,"0218827554","32","3216",2021-08-08 18:41:57,"Non COVID-19"
"69","RS Umum As-Shofwan","Jl. Raya Karawang - Bekasi km.30 Ds. Bojongsari, Kec. Kedungwaringin.",NA,NA,3,NA,25,"6 jam","02189141890","32","3216",2021-08-08 18:41:57,"Non COVID-19"
"70","RS Umum Daerah  Kab.Belitung Timur","Jl. Raya Manggar Gantung Desa Padang Kecamatan Manggar",10,"34 jam",19,"34 jam",40,"34 jam","081949244641","19","1906",2021-08-08 18:41:58,"Non COVID-19"
"71","RS Sito Husada","Jl. KH.Dewantara No.15,Atambua Belu",3,NA,2,NA,27,NA,"hotline tidak tersedia","53","5306",2021-08-08 18:41:58,"Non COVID-19"
"72","RS Umum Daerah  Bengkalis","Jl Kelapapati Tengah No.90, Bengkalis",15,"8 jam",15,"8 jam",15,"8 jam","07667008400","14","1408",2021-08-08 18:42:00,"Non COVID-19"
"73","RS Umum  Permata Hati","Jl Jend. Sudirman No. 37",2,"13 jam",8,NA,23,NA,"081261823811","14","1408",2021-08-08 18:42:00,"Non COVID-19"
"74","RS Hana Charitas Arga Makmur","Jl. Ir. Soekarno No.12 Rama Agung Arga Makmur, Bengkulu Utara",10,NA,11,NA,24,NA,"0737522300","17","1703",2021-08-08 18:42:01,"Non COVID-19"
"75","RS Umum Daerah Srengat Kab. Blitar","Jl. Raya Dandong RT. 02/RW. 03 Kec. Srengat",2,"10 jam",3,"10 jam",4,"10 jam","03425651555","35","3505",2021-08-08 18:42:02,"Non COVID-19"
"76","RS Umum An-Nisaa","Jl. Suparyono Timur No. 1, Bajang Talun Blitar",6,NA,3,NA,1,NA,"0342692999","35","3505",2021-08-08 18:42:02,"Non COVID-19"
"77","RS Paru Dr. M. Goenawan Partowidigdo","Jl. Raya Puncak KM.83, Po Box 28 Cisarua Bogor 16750",NA,NA,NA,NA,5,"11 menit","02518253630","32","3201",2021-08-08 18:42:03,"Non COVID-19"
"78","RS Umum Daerah Ciawi","Jl. Raya Puncak 479 Ciawi Bogor",9,"2 menit",10,"2 menit",18,"2 menit","082119041792","32","3201",2021-08-08 18:42:03,"Non COVID-19"
"79","RS Umum Daerah Leuwiliang","Jl. Raya Cibeber - Leuwiliang Bogor",38,"4 menit",21,"4 menit",25,"4 menit","0251 8643490","32","3201",2021-08-08 18:42:03,"Non COVID-19"
"80","RS Umum Annisa","JL. Raya Karanggan No. 02 Puspasari, Citeureup Bogor",1,NA,21,NA,7,NA,"02183710769","32","3201",2021-08-08 18:42:03,"Non COVID-19"
"81","RS Umum Bina Husada","Jl. Mayor Oking Jaya Atmaja KM1 No.101 Cibinong - Bogor",9,NA,7,NA,4,NA,"02187911000","32","3201",2021-08-08 18:42:03,"Non COVID-19"
"82","RS Umum Citama","Jl. Raya Pabuaran No. 52 Bogor",4,NA,38,NA,18,NA,"02187985555","32","3201",2021-08-08 18:42:03,"Non COVID-19"
"83","RS Umum Daerah Cileungsi"," Jl. Raya Cileungsi-Jonggol Km.10 Cileungsi Kab. Bogor",0,"23 menit",1,"23 menit",0,"23 menit","02189934668","32","3201",2021-08-08 18:42:03,"Non COVID-19"
"84","RS Umum Karya Bhakti Pratiwi","Jl. Raya Dramaga KM. 7 Bogor",8,"22 menit",29,"22 menit",22,"22 menit","02518626666","32","3201",2021-08-08 18:42:03,"Non COVID-19"
"85","RS Umum Daerah Dr. R. Sosodoro Djatikoesoemo"," Jl. Veteran No 36, Bojonegoro",21,"35 jam",24,"35 jam",51,"35 jam","08113224972","35","3522",2021-08-08 18:42:03,"Non COVID-19"
"86","RS Umum Daerah Sumberrejo","Jl. Raya No. 231 Sumberrejo, Bojonegoro",2,"32 jam",0,"32 jam",22,"32 jam","0353331530","35","3522",2021-08-08 18:42:03,"Non COVID-19"
"87","RS Umum Daerah Tombulilato","  Ds.Inomata jln.Trans Sulawesi Pantai selatan Km. 70",2,"16 jam",1,"41 jam",28,"16 jam","085394107787","75","7504",2021-08-08 18:42:04,"Non COVID-19"
"88","RS Umum  Karanggede Sisma Medika","Jl. Raya Karanggede - Solo KM.1, Boyolali",3,NA,7,NA,29,NA,"0298610600","33","3309",2021-08-08 18:42:05,"Non COVID-19"
"89","RS Umum Daerah Simo","    Jl. Kebon Ijo Ds.Simo Kec.Simo, Boyolali",5,"12 menit",9,"12 menit",26,"12 menit","02763294719","33","3309",2021-08-08 18:42:05,"Non COVID-19"
"90","RS Umum Hidayah Boyolali","Kragilan, Mojosongo, Boyolali",12,"41 menit",18,"41 menit",13,"41 menit","0276324614","33","3309",2021-08-08 18:42:05,"Non COVID-19"
"91","RS Umum Islam Boyolali","Jl. Raya Boyolali Klaten Kemiri Mojosongo",8,NA,11,NA,19,NA,"(0276) 3282158","33","3309",2021-08-08 18:42:05,"Non COVID-19"
"92","RS Umum Daerah Brebes","Jl. Jend.Sudirman No.181, Brebes",15,"8 jam",12,"8 jam",80,"8 jam","0283-671431","33","3329",2021-08-08 18:42:05,"Non COVID-19"
"93","RS Umum Daerah Kab. Buleleng","     Jl. Ngurah Rai 30 Singaraja",2,"34 jam",9,"34 jam",36,"34 jam","036222046","51","5108",2021-08-08 18:42:05,"Non COVID-19"
"94","RS Umum Daerah Tangguwisia","Jl. Singaraja-Seriri, Desa Tangguwisia, Kecamatan Seririt, Kabupaten Buleleng, Provinsi Bali",1,NA,2,NA,8,NA,"03623361387","51","5108",2021-08-08 18:42:05,"Non COVID-19"
"95","RS Giri Emas","Jl. Raya Sangsit, Desa Giri Emas Kecamatan Sawan Kabupaten Buleleng",2,NA,4,NA,20,"13 jam","03623303884","51","5108",2021-08-08 18:42:05,"Non COVID-19"
"96","RS Umum Daerah Kabupaten Buton Selatan"," JL GAJAH MADA Kel. Laompo Kec. Batauga Kab. Buton Selatan Telp/Fax.(0402)",NA,NA,2,"32 jam",18,"32 jam","085340425378","74","7415",2021-08-08 18:42:06,"Non COVID-19"
"97","RS Umum Permata Bunda","Jl. Mr. Iwa Kusumasomantri No.1 Ciamis",1,NA,9,NA,11,NA,"0265771650","32","3207",2021-08-08 18:42:07,"Non COVID-19"
"98","RS Umum Al-Arif"," Jl. R.E. Martadinata No.158 B, Baregbeg - Ciamis",11,NA,16,NA,30,NA,"0265777391","32","3207",2021-08-08 18:42:07,"Non COVID-19"
"99","RS Umum Dadi Keluarga Ciamis","Jl. RE. Martadinata Nomor 333-335 Baregbeg, Ciamis",3,"35 jam",12,"35 jam",16,"35 jam","02652750777","32","3207",2021-08-08 18:42:07,"Non COVID-19"
"100","RS Khusus Bedah RSOP Ciamis","Jl. Raya Ciamis Banjar KM 7 No. 341 RT 16 RW 06 Desa Cijeungjing Kec Cijeungjing",6,NA,4,NA,14,NA,"02657600450","32","3207",2021-08-08 18:42:07,"Non COVID-19"
"101","RS Umum Daerah Cimacan","Jl. Raya Cimacan No.17, Cianjur",10,"4 menit",15,"4 menit",26,"4 menit","02632950771","32","3203",2021-08-08 18:42:07,"Non COVID-19"
"102","RS Umum Daerah Cilacap","Jl. Gatot Subroto 28 Cilacap RT 04 / RW O5",11,"19 jam",37,"19 jam",37,"19 jam","0282533010","33","3301",2021-08-08 18:42:07,"Non COVID-19"
"103","RS Umum Islam Fatimah","Jl. Ir.H.Juanda No.20 Cilacap",11,"43 menit",16,"43 menit",10,"43 menit","0282542396","33","3301",2021-08-08 18:42:07,"Non COVID-19"
"104","RS Umum Daerah Waled"," Jl. Prabu Kiansantang No. 4 Waled, Cirebon",20,"28 menit",22,"28 menit",98,"28 menit","0231661275","32","3209",2021-08-08 18:42:08,"Non COVID-19"
"105","RS Pertamina Cirebon","Jl. Patra Raya Klayan No 1 Cirebon",1,"12 jam",2,"12 jam",3,NA,"08112433338","32","3209",2021-08-08 18:42:08,"Non COVID-19"
"106","RS Umum Daerah Arjawinangun","Jl. Palimanan - Jakarta KM. 2 No. 1  Arjawinangun",11,"35 jam",29,"35 jam",133,"35 jam","0231358335","32","3209",2021-08-08 18:42:08,"Non COVID-19"
"107","RS Umum Mitra Plumbon","Jl. Raya Plumbon Km.11 Cirebon",19,NA,43,NA,44,NA,"0231323100","32","3209",2021-08-08 18:42:08,"Non COVID-19"
"108","RS Umum Permata Cirebon","Jl. Tuparev No.117 Cirebon",12,NA,46,NA,34,NA,"02318338877","32","3209",2021-08-08 18:42:08,"Non COVID-19"
"109","RS Umum Sumber Waras","Jl. Urip Sumoharjo No.5 Ciwaringin, Kab. Cirebon",19,"2 menit",23,"2 menit",11,"2 menit","0231341079","32","3209",2021-08-08 18:42:08,"Non COVID-19"
"110","RS Jantung Hasna Medika","Jl. Raden Gilap No 8 Palimanan, Kabupaten Cirebon",8,"1 menit",20,"1 menit",17,"1 menit","0231343405","32","3209",2021-08-08 18:42:08,"Non COVID-19"
"111","RS Umum Daerah Sidikalang","Jl Rumah Sakit No 19, Sidikalang",9,"10 jam",23,"10 jam",45,"10 jam","0627000022442","12","1210",2021-08-08 18:42:08,"Non COVID-19"
"112","RS Umum Dearah Deli Serdang","Jl. Thamrin Lubuk Pakam",10,"31 jam",10,"7 jam",38,"7 jam","085297825601","12","1212",2021-08-08 18:42:09,"Non COVID-19"
"113","RS Umum Sari Mutiara Lubuk Pakam","Jl Medan No.17,Lubuk Pakam",13,"6 jam",83,"32 jam",143,"6 jam","082165612376 ","12","1212",2021-08-08 18:42:09,"Non COVID-19"
"114","RS Umum Yoshua","Jl. Medan Lubuk Pakam N0. 70",5,"10 jam",3,"10 jam",6,"10 jam","hotline tidak tersedia","12","1212",2021-08-08 18:42:09,"Non COVID-19"
"115","RS Umum Pancur Batu","Jl. Jamin Ginting KM. 17 Desa Tengah Kec. Pancur Batu",4,NA,11,NA,9,NA,"081376257161","12","1212",2021-08-08 18:42:09,"Non COVID-19"
"116","RS Grandmed ","Jl Medan km. 25 no. 66 Lubuk Pakam",12,"9 jam",8,"9 jam",10,"9 jam","085358431190","12","1212",2021-08-08 18:42:09,"Non COVID-19"
"117","RS Umum Haji Medan","Jl RS Haji Medan Estate",17,"12 jam",1,"12 jam",28,"12 jam","0616619520","12","1212",2021-08-08 18:42:09,"Non COVID-19"
"118","RS Umum Daerah Sunan Kalijaga"," Jl. Sultan Fatah No. 669/50,Demak",26,NA,3,NA,52,NA,"0291685018","33","3321",2021-08-08 18:42:10,"Non COVID-19"
"119","RS Umum Islam NU Demak","Jl. Jogoloyo No.9, Kec. Wonosalam, Demak",5,"35 jam",7,"35 jam",22,"35 jam","02916904000","33","3321",2021-08-08 18:42:10,"Non COVID-19"
"120","RS Umum Pelita Anugerah","Jl. Raya Bandung Rejo Km 11,5, Mranggen Demak",11,NA,31,NA,11,NA,"0246725555","33","3321",2021-08-08 18:42:10,"Non COVID-19"
"121","RS Hj. Fatimah Sulhan PKU Muhammadiyah Demak","Jl. Sultan Hadiwijaya No. 18 Mangunjiwan",12,NA,8,NA,18,NA,"hotline tidak tersedia","33","3321",2021-08-08 18:42:10,"Non COVID-19"
"122","RS Pratama Manggelewa","Jl. Lintas Calabai Desa Doromelo Kecamatan Manggelewa Kabupaten Dompu",NA,NA,NA,NA,33,"14 jam","hotline tidak tersedia","52","5205",2021-08-08 18:42:10,"Non COVID-19"
"123","RS Umum Daerah Pendau Tambu Kab Donggala","Jl. Mapane Tambu. Kec. Baselang",16,"30 jam",25,"30 jam",19,"30 jam","085341298597","72","7205",2021-08-08 18:42:10,"Non COVID-19"
"124","RS Umum Daerah Fakfak","Jl. Jend Sudirman Fak Fak",8,"6 jam",8,"6 jam",41,"6 jam","082199455159","91","9101",2021-08-08 18:42:12,"Non COVID-19"
"125","RS Medina","Jl. Raya Wanaraja No. 500 RT. 004 RW. 008 Desa Cinunuk Kec. Wanaraja",0,NA,0,NA,8,NA,"hotline tidak tersedia","32","3205",2021-08-08 18:42:13,"Non COVID-19"
"126","RS Umum Muhammad Ali Kasim","Jl.Pangur-Sangir, Kec Dabun Gelang",21,NA,NA,NA,48,NA,"081360082884","11","1113",2021-08-08 18:42:13,"Non COVID-19"
"127","RS Umum Daerah Sanjiwani Gianyar","    Jl. Ciung Wenara No.2 Gianyar",NA,NA,NA,NA,15,NA,"0361943524","51","5104",2021-08-08 18:42:13,"Non COVID-19"
"128","RS Umum Premagana","Jl. Hyang Sangsi No.2 Komp.Perumahan Chandra Ayu Br. Tubuh,Batubulan,Sukawati - Gianyar",8,"9 jam",3,"9 jam",2,"9 jam","0361296389","51","5104",2021-08-08 18:42:13,"Non COVID-19"
"129","RS Umum Ari Canti","Jl. Raya Mas Ubud, Kab.Gianyar",2,NA,3,NA,5,NA,"0361974573","51","5104",2021-08-08 18:42:13,"Non COVID-19"
"130","RS Umum Famili Husada","Jl. Astina Timur No. 8A Samplangan, Kecamatan Gianyar, Kabupaten Gianyar",1,NA,0,NA,0,NA,"03618493344","51","5104",2021-08-08 18:42:13,"Non COVID-19"
"131","RS Umum Kasih Ibu Saba","Jl. Raya Pantai Saba No. 9, Saba, Blahbatuh, Gianyar (80581)",4,"34 jam",4,"34 jam",NA,NA,"03613003333","51","5104",2021-08-08 18:42:13,"Non COVID-19"
