"","hospital","address","bed_class1","last_update_class1","bed_class2","last_update_class2","bed_class3","last_update_class3","tlp_number","province","district","scraped_at","bed_type"
"13","RS Umum Daerah Soreang"," Jl. Alun-Alun Utara No. 1 Soreang",8,"15 jam",31,"15 jam",35,"15 jam","0225891355","32","3204",2021-08-11 22:02:03,"Non COVID-19"
"14","RS Unggul Karsa Medika","Jl. Taman Kopo Indah III Blok H No. 1, Desa MekarRahayu, Kecamatan MargaAsih, Kabupaten Bandung",3,"37 jam",2,"36 jam",27,"37 jam","02286011220","32","3204",2021-08-11 22:02:03,"Non COVID-19"
"15","RS Umum Daerah Kesehatan Kerja","Jl. Raya Rancaekek KM. 27 NO. 612 Desa Nanjungmekar Kec. Rancaekek",2,"1 menit",6,"1 menit",15,"kurang dari 1 menit","0227798778","32","3204",2021-08-11 22:02:03,"Non COVID-19"
"16","RS Umum Karya Pangalengan Bhakti Sehat","Jl. Raya Pangalengan No. 340 Pangalengan",NA,NA,4,NA,15,NA,"082130781625","32","3204",2021-08-11 22:02:03,"Non COVID-19"
"17","RS Umum Bina Sehat ","Jl. Raya Dayeuhkolot No.325 Bandung",5,NA,3,NA,2,NA,"0225207963","32","3204",2021-08-11 22:02:03,"Non COVID-19"
"18","RS Umum AMC ","Jl. Raya Cileunyi No.1, Cileunyi Wetan, Cileunyi, Bandung, Jawa Barat 40622",18,NA,27,NA,33,NA,"0813-1656-0227","32","3204",2021-08-11 22:02:03,"Non COVID-19"
"19","RS Umum Daerah Cililin","Jl. Blok Cinta Karya Desa Cililin Kecamatan Cililin Kabupaten Bandung Barat",0,NA,3,NA,23,"37 jam","082216236728","32","3217",2021-08-11 22:02:03,"Non COVID-19"
"20","RS Umum Daerah Lembang","Jl. Raya Lembang KM.11,4 No.11 Desa Gudang Kahuripan Kec. Lembang",4,"10 jam",NA,NA,47,"10 jam","0222786879","32","3217",2021-08-11 22:02:03,"Non COVID-19"
"21","RS Karisma Cimareme","Jl. Raya Cimareme No. 235 RT. 03 RW. 01 Kec.Ngamprah",4,NA,8,NA,10,NA,"0226866221","32","3217",2021-08-11 22:02:03,"Non COVID-19"
"22","RS Umum Daerah Cikalong Wetan","Jl. Padalarang - Purwakarta KM 11 Cikalong Wetan",NA,NA,NA,NA,41,"20 jam","022868666243","32","3217",2021-08-11 22:02:03,"Non COVID-19"
"23","RS Jiwa Provinsi Jawa Barat","Jl. Kolonel Masturi KM 7 Cisarua - Bandung Barat",3,"14 jam",27,"14 jam",22,"14 jam","0222700909","32","3217",2021-08-11 22:02:03,"Non COVID-19"
"24","RS Umum Cahya Kawaluyan","Jl. Parahyangan KM. 3 - Kota Baru Parahyangan Kec. Padalarang KBB",3,NA,1,NA,22,NA,"0226803700","32","3217",2021-08-11 22:02:03,"Non COVID-19"
"25","RS Umum Daerah Kabupaten Banggai ","Jl. Imam Bonjol KM 3 No. 14 Luwuk",29,"38 jam",38,"38 jam",90,"37 jam","046121820","72","7202",2021-08-11 22:02:03,"Non COVID-19"
"26","RS Umum Daerah Banggai","Jl. KM 7.Adean Kabupaten Banggai Laut",12,NA,22,NA,28,NA,"085394566701","72","7211",2021-08-11 22:02:04,"Non COVID-19"
"27","RS Umum Daerah Depati Bahrin","Jl. Jend Sudirman No.195, Kel.Parit Padang Kec.Sungailiat Propinsi Kepulauan Bangka Belitung",21,"2 menit",13,"2 menit",21,"2 menit","071792489","19","1901",2021-08-11 22:02:04,"Non COVID-19"
"28","RS Umum Daerah Syarifah Ambami Rato Ebu","  Jl. Pemuda Kaffa No. 9 Bangkalan",8,"16 jam",6,"16 jam",32,"16 jam","0313095088","35","3526",2021-08-11 22:02:05,"Non COVID-19"
"29","RS Umum Daerah Kabupaten Bangli"," Jl. Brigjen Ngurah Rai No. 99X Bangli",10,"38 jam",13,NA,26,NA,"036691521","51","5106",2021-08-11 22:02:05,"Non COVID-19"
"30","RS Jiwa Provinsi Bali","Jl.Kusuma Yudha No. 29 Bangli",1,NA,24,NA,111,NA,"036691073","51","5106",2021-08-11 22:02:05,"Non COVID-19"
"31","RS Umum Bangli Medika Canti","Jl. Tirta Giri Kutri, LC Subak Aya, Bebalang",1,"12 jam",3,"12 jam",0,"13 jam","036691555","51","5106",2021-08-11 22:02:05,"Non COVID-19"
"32","RS Umum Daerah Ratu Zalecha","Jl Menteri Empat Martapura Kabupaten Banjar Kalimantan Selatan",31,NA,53,NA,49,NA,"05114789455","63","6303",2021-08-11 22:02:05,"Non COVID-19"
"33","RS Umum Emmanuel","Jl. Raya Purwareja Klampok - Banjarnegara",18,NA,16,NA,50,NA,"(0286) 479030","33","3304",2021-08-11 22:02:05,"Non COVID-19"
"34","RS Umum Daerah Panembahan Senopati","Jl Dr. Wahidin Sudiro Husodo Bantul",5,NA,14,NA,45,NA,"hotline tidak tersedia","34","3402",2021-08-11 22:02:06,"Non COVID-19"
"35","RS Umum Santa Elisabeth","Ganjuran Sumbermulyo Bambanglipuro",3,NA,2,NA,5,NA,"02746460400","34","3402",2021-08-11 22:02:06,"Non COVID-19"
"36","RS Ibu Anak Ummi Khasanah","Jl Pemuda Ds Gandekan Bantul",1,"kurang dari 1 menit",0,"kurang dari 1 menit",0,"1 menit","0274367638","34","3402",2021-08-11 22:02:06,"Non COVID-19"
"37","RS Umum Nur Hidayah","Jl Imogiri Timur Km. 11,5 Trimulyo Jetis Bantul",3,"kurang dari 1 menit",5,"kurang dari 1 menit",29,"1 jam","085100472941","34","3402",2021-08-11 22:02:06,"Non COVID-19"
"38","RS Umum Griya Mahardika Yogyakarta","jl. Parangtritis KM 4.5 gang Wijayakusuma No 212 Yogyakarta",9,"59 menit",4,"59 menit",0,"59 menit","0274445024","34","3402",2021-08-11 22:02:06,"Non COVID-19"
"39","RS Umum Daerah Banyuasin","Jl. Raya Palembang - Betung Km.48,Pangkalan Balai Banyuasin",13,"10 jam",13,"10 jam",30,"10 jam","0711891647","16","1607",2021-08-11 22:02:06,"Non COVID-19"
"40","RS Hermina OPI Jakabaring","Jl. Gub H A Bastari RT 026 Dusun II Desa Sungai Kedukan Kec Rambutan",6,NA,10,NA,15,NA,"081133305811","16","1607",2021-08-11 22:02:06,"Non COVID-19"
"41","RS Bunda Medika Jakabaring","Jl. Gubernur H.A. Bastari Jakabaring Desa Sungai Kedukan Kecamatan Rambutan",12,NA,17,NA,20,NA,"085384532735","16","1607",2021-08-11 22:02:06,"Non COVID-19"
"42","RS Umum Pusat Dr. Rivai Abdullah","Jl. Sungai Kundur Kelurahan Mariana Kec. Banyuasin I ",9,"18 menit",10,"18 menit",46,"18 menit","07117537201","16","1607",2021-08-11 22:02:06,"Non COVID-19"
"43","RS umum Daerah Banyumas","Jl. Rumah Sakit No.1 Banyumas",7,"16 jam",20,"16 jam",13,"16 jam","0281796031","33","3302",2021-08-11 22:02:06,"Non COVID-19"
"44","RS Khusus Bedah Jatiwinangun"," Jl. Jatiwinangun No.54, Purwokerto",4,NA,5,NA,13,NA,"0281632632","33","3302",2021-08-11 22:02:06,"Non COVID-19"
"45","RS Ibu dan Anak Amanah","Jl Raya Kebokura No.37 Kec Sumpiuh Kab Banyumas",7,"3 menit",3,"3 menit",3,"3 menit","0282497548","33","3302",2021-08-11 22:02:06,"Non COVID-19"
"46","RS Umum Islam Purwokerto","Jl. H. Masyuri Rejasari No 39 Purwokerto",4,"3 menit",3,"3 menit",14,"3 menit","0281630019","33","3302",2021-08-11 22:02:06,"Non COVID-19"
"47","RS Umum Daerah Ajibarang","    Jl. Raya Pancasan No.1,Ajibarang Banyumas",10,"40 jam",15,"40 jam",27,"40 jam","02816570004","33","3302",2021-08-11 22:02:06,"Non COVID-19"
"48","RS Umum Daerah Blambangan","  Jl. Letkol Istiqlah No. 49 Banyuwangi",13,"20 jam",24,"20 jam",70,"20 jam","0333421118 ","35","3510",2021-08-11 22:02:06,"Non COVID-19"
"49","RS Umum Bhakti Husada","Jl. Krikilan-Glenmore Dusun Krajan, Tegalharjo",7,NA,5,"12 jam",4,NA,"0333821118","35","3510",2021-08-11 22:02:06,"Non COVID-19"
"50","RS Yasmin","Jl. Letkol Istiqlah Nomor 80-84 Banyuwangi",0,"38 jam",1,"38 jam",11,"38 jam","0333424671","35","3510",2021-08-11 22:02:06,"Non COVID-19"
"51","RS Nahdlatul Ulama Banyuwangi","Jl. Raya Mangir No. 9, Kec. Rogojampi, Banyuwangi",NA,NA,3,"37 jam",13,"37 jam","0333632965","35","3510",2021-08-11 22:02:06,"Non COVID-19"
"52","RS Al Huda ","Jl. Raya Gambiran No. 225, Desa Gambiran, Kec. Gambiran, Kab. Banyuwangi",5,"12 jam",13,NA,20,"12 jam","0333842034","35","3510",2021-08-11 22:02:06,"Non COVID-19"
"53","RS Umum PKU Muhammadiyah Rogojampi","Jalan Diponegoro Nomor 20 Rogojampi, Kab. Banyuwangi",10,NA,21,NA,28,NA,"0333631149","35","3510",2021-08-11 22:02:06,"Non COVID-19"
"54","RS Ibu dan Anak Abdhi Famili","Jl. Diponegoro No. 5 Wringinrejo RT 005 / RW 005 Gambiran Banyuwangi",2,"12 jam",4,"12 jam",6,"12 jam","082337503418","35","3510",2021-08-11 22:02:06,"Non COVID-19"
"55","RS Al-Rohmah Banyuwangi","Jl. A. Yani No. 37 Jajag Gambiran, Banyuwangi",5,NA,12,"1 menit",16,NA,"0333397267","35","3510",2021-08-11 22:02:06,"Non COVID-19"
"56","RS Umum Daerah Jaraga Sasameh","Jl. Patianom Nomor 6 Buntok Kode Pos.737112 Kalimantan Tengah Telepon (0525) 21261 Faksimile (0525) ",4,"9 jam",22,NA,12,NA,"081250479890","62","6204",2021-08-11 22:02:07,"Non COVID-19"
"57","RS Umum Batara Siang","  Jl. Sultan Hasanudin 7 Pangkajene",47,"14 jam",14,"14 jam",25,"14 jam","0811415118","73","7310",2021-08-11 22:02:08,"Non COVID-19"
"58","RS Umum Qim","Jl. Urip Sumoharjo, Sambong",5,NA,2,NA,3,NA,"02854495222","33","3325",2021-08-11 22:02:08,"Non COVID-19"
"59","RS Umum Daerah Limpung","Jl. Dr. Soetomo No. 17A Limpung 51271",10,NA,NA,NA,NA,NA,"02854468362","33","3325",2021-08-11 22:02:08,"Non COVID-19"
"60","RS Umum Daerah Haji Abdoel Madjid Batoe","Jl. Prof. Dr. Sri Soedewi  Muara Bulian",23,"10 jam",15,"10 jam",58,"10 jam","074321043","15","1504",2021-08-11 22:02:08,"Non COVID-19"
"61","RS Mitra Medika Batang Hari","Jl. Gajah Mada Kel. Teratai Kec. Muara Bulian",8,"18 jam",15,"18 jam",9,"18 jam","074321555","15","1504",2021-08-11 22:02:08,"Non COVID-19"
"62","RS Umum Annisa","Jl. Cikarang Baru No.31 Cikarang Utara Bekasi",47,"37 jam",6,"37 jam",18,"37 jam","081219792097","32","3216",2021-08-11 22:02:09,"Non COVID-19"
"63","Siloam Hospitals Lippo Cikarang","Jl. MH Thamrin Kav.105 Bekasi",12,"16 jam",16,"16 jam",16,"16 jam","02129636911","32","3216",2021-08-11 22:02:09,"Non COVID-19"
"64","RS Umum Daerah Kab.Bekasi"," Jl. Teuku Umar Cibitung,Bekasi",13,NA,11,NA,31,"14 jam","02188374444","32","3216",2021-08-11 22:02:09,"Non COVID-19"
"65","RS Umum Kartika Husada","Jl. Raya Mangunjaya No.07 Kp.Rukem,Tambun - Bekasi",1,NA,1,NA,12,"38 jam","081318273414","32","3216",2021-08-11 22:02:09,"Non COVID-19"
"66","RS Amanda Cikarang Selatan","Jl. Raya Serang No. 83 Desa Sukadami Cikarang Selatan Kab. Bekasi",8,NA,11,NA,14,NA,"0218971643","32","3216",2021-08-11 22:02:09,"Non COVID-19"
"67","RS Umum Cibitung Medika","Jl. H. Bosih No.117 Cibitung Kabupaten Bekasi",9,NA,10,NA,15,NA,"02188323444","32","3216",2021-08-11 22:02:09,"Non COVID-19"
"68","RS Mitra Medika Narom","Jl. Desa Jatiwangi Cikedokan Kp. Kamurang",6,"15 jam",8,"15 jam",40,"15 jam","02189983741","32","3216",2021-08-11 22:02:09,"Non COVID-19"
"69","RS Uni Medika Setu Bekasi","Jl. Raya setu No.99 Desa Lubang Buaya Kec. Setu",4,NA,4,NA,15,NA,"085891000553","32","3216",2021-08-11 22:02:09,"Non COVID-19"
"70","RS Umum Kartika Husada Setu","Jl. Raya Burangkeng Desa Burangkeng Rt. 001 Rw.06 Kec. Setu",9,NA,4,NA,34,NA,"02182610003","32","3216",2021-08-11 22:02:09,"Non COVID-19"
"71","RS Umum Tiara","Jl. Raya Babelan No. 73 Desa Kebalen Kec. Babelan Kab. Bekasi",3,NA,2,NA,4,NA,"081388871708","32","3216",2021-08-11 22:02:09,"Non COVID-19"
"72","RS Umum Budi Asih","Jl. Raya Serang-Cibarusah 001/001 Ds. Serang  Kec. CIkarang Kab. Bekasi",3,NA,3,NA,2,NA,"hotline tidak tersedia","32","3216",2021-08-11 22:02:09,"Non COVID-19"
"73","RS Umum Omni Cikarang","Komplek Oasis Kav. 1, Jl. Raya Cikarang Cibarusah, Kelurahan Sukaresmi, Kecamatan Cikarang Selatan.",21,"13 jam",11,"13 jam",16,"13 jam","02129779999","32","3216",2021-08-11 22:02:09,"Non COVID-19"
"74","RS Umum Pinna","Jl. Karang Satria No. 4-5 Bekasi",6,"11 jam",20,NA,13,NA,"0218827554","32","3216",2021-08-11 22:02:09,"Non COVID-19"
"75","RS Umum As-Shofwan","Jl. Raya Karawang - Bekasi km.30 Ds. Bojongsari, Kec. Kedungwaringin.",NA,NA,6,NA,26,"9 jam","02189141890","32","3216",2021-08-11 22:02:09,"Non COVID-19"
"76","RS Umum Daerah  Kab.Belitung Timur","Jl. Raya Manggar Gantung Desa Padang Kecamatan Manggar",7,"36 jam",19,"35 jam",44,"36 jam","081949244641","19","1906",2021-08-11 22:02:09,"Non COVID-19"
"77","RS Umum Daerah MGR Gabriel Manek"," Jl. Dr Sutomo No.2 Atambua",21,"38 jam",28,"38 jam",49,"38 jam","082147511229","53","5306",2021-08-11 22:02:10,"Non COVID-19"
"78","RS Sito Husada","Jl. KH.Dewantara No.15,Atambua Belu",8,NA,3,NA,24,NA,"hotline tidak tersedia","53","5306",2021-08-11 22:02:10,"Non COVID-19"
"79","RS Umum Daerah  Bengkalis","Jl Kelapapati Tengah No.90, Bengkalis",15,"1 menit",12,"1 menit",18,"1 menit","07667008400","14","1408",2021-08-11 22:02:10,"Non COVID-19"
"80","RS Umum  Thursina","Jl Hangtuah No. 93",4,NA,18,NA,11,NA,"082384220204","14","1408",2021-08-11 22:02:10,"Non COVID-19"
"81","RS Umum  Permata Hati","Jl Jend. Sudirman No. 37",5,"14 jam",11,NA,20,NA,"081261823811","14","1408",2021-08-11 22:02:10,"Non COVID-19"
"82","RS Hana Charitas Arga Makmur","Jl. Ir. Soekarno No.12 Rama Agung Arga Makmur, Bengkulu Utara",8,NA,13,NA,23,NA,"0737522300","17","1703",2021-08-11 22:02:11,"Non COVID-19"
"83","RS Umum Bima"," Jl. Langsat No. 1 Raba Kota Bima",NA,NA,NA,NA,25,"36 jam","081353536046","52","5206",2021-08-11 22:02:11,"Non COVID-19"
"84","RS Umum  Aulia Blitar","Jl. Raya Utara No. 3 Kembangarum, Sutojayan, Kab. Blitar",2,NA,16,NA,18,NA,"0342444168","35","3505",2021-08-11 22:02:12,"Non COVID-19"
"85","RS Umum Daerah Srengat Kab. Blitar","Jl. Raya Dandong RT. 02/RW. 03 Kec. Srengat",2,"13 jam",3,"13 jam",3,"13 jam","03425651555","35","3505",2021-08-11 22:02:12,"Non COVID-19"
"86","RS Umum An-Nisaa","Jl. Suparyono Timur No. 1, Bajang Talun Blitar",3,NA,3,NA,6,NA,"0342692999","35","3505",2021-08-11 22:02:12,"Non COVID-19"
"87","RS Umum Daerah Tani dan Nelayan"," Jln. Prof. Dr. Aloei Saboe, Desa Lamu Kec.Tilamuta,Kab.Boalemo",13,"38 jam",32,"38 jam",44,"38 jam","081355563336","75","7501",2021-08-11 22:02:13,"Non COVID-19"
"88","RS Paru Dr. M. Goenawan Partowidigdo","Jl. Raya Puncak KM.83, Po Box 28 Cisarua Bogor 16750",NA,NA,NA,NA,1,"1 menit","02518253630","32","3201",2021-08-11 22:02:13,"Non COVID-19"
"89","RS Umum Daerah Ciawi","Jl. Raya Puncak 479 Ciawi Bogor",9,"3 menit",12,"3 menit",22,"3 menit","082119041792","32","3201",2021-08-11 22:02:13,"Non COVID-19"
"90","RS Umum Daerah Leuwiliang","Jl. Raya Cibeber - Leuwiliang Bogor",33,"2 menit",21,"2 menit",27,"2 menit","0251 8643490","32","3201",2021-08-11 22:02:13,"Non COVID-19"
"91","RS Umum Annisa","JL. Raya Karanggan No. 02 Puspasari, Citeureup Bogor",2,NA,11,NA,8,NA,"02183710769","32","3201",2021-08-11 22:02:13,"Non COVID-19"
"92","RS Umum Bina Husada","Jl. Mayor Oking Jaya Atmaja KM1 No.101 Cibinong - Bogor",10,NA,9,NA,12,NA,"02187911000","32","3201",2021-08-11 22:02:13,"Non COVID-19"
"93","RS Umum Citama","Jl. Raya Pabuaran No. 52 Bogor",14,NA,38,NA,19,NA,"02187985555","32","3201",2021-08-11 22:02:13,"Non COVID-19"
"94","RS Umum Daerah Cileungsi"," Jl. Raya Cileungsi-Jonggol Km.10 Cileungsi Kab. Bogor",0,"43 menit",1,"43 menit",14,"43 menit","02189934668","32","3201",2021-08-11 22:02:13,"Non COVID-19"
"95","RS Umum Karya Bhakti Pratiwi","Jl. Raya Dramaga KM. 7 Bogor",5,"42 menit",31,"42 menit",20,"42 menit","02518626666","32","3201",2021-08-11 22:02:13,"Non COVID-19"
"96","RS EMC Sentul","Jl. MH. Thamrin Kav. 57 Sentul City, Bogor 16810",6,"37 jam",3,"37 jam",0,"37 jam","087700141777","32","3201",2021-08-11 22:02:13,"Non COVID-19"
"97","RS Harapan Sehati","Jl. Raya Tegar Beriman Kp. Pondok Manggis RT. 01 RW. 04 Kel. Bojong Baru Kec. Bojong Gede Kab Bogor",6,"40 jam",16,"40 jam",21,"40 jam","02187972380","32","3201",2021-08-11 22:02:13,"Non COVID-19"
"98","RS Umum Daerah Dr. R. Sosodoro Djatikoesoemo"," Jl. Veteran No 36, Bojonegoro",23,"38 jam",22,"38 jam",42,"38 jam","08113224972","35","3522",2021-08-11 22:02:17,"Non COVID-19"
"99","RS Umum Daerah Sumberrejo","Jl. Raya No. 231 Sumberrejo, Bojonegoro",2,"36 jam",0,"36 jam",21,"36 jam","0353331530","35","3522",2021-08-11 22:02:17,"Non COVID-19"
"100","RS Bhayangkara Wahyu Tutuko Bojonegoro ","Jl. Panglima Sudirman No 168-169",NA,NA,0,NA,22,NA,"081216771588","35","3522",2021-08-11 22:02:17,"Non COVID-19"
"101","RS Umum Daerah Tombulilato","  Ds.Inomata jln.Trans Sulawesi Pantai selatan Km. 70",3,"20 jam",2,"20 jam",30,"20 jam","085394107787","75","7504",2021-08-11 22:02:18,"Non COVID-19"
"102","RS Umum  Karanggede Sisma Medika","Jl. Raya Karanggede - Solo KM.1, Boyolali",5,NA,12,NA,27,NA,"0298610600","33","3309",2021-08-11 22:02:18,"Non COVID-19"
"103","RS Umum Daerah Simo","    Jl. Kebon Ijo Ds.Simo Kec.Simo, Boyolali",2,"2 menit",10,"2 menit",24,"2 menit","02763294719","33","3309",2021-08-11 22:02:18,"Non COVID-19"
"104","RS Umum Hidayah Boyolali","Kragilan, Mojosongo, Boyolali",12,"1 jam",18,"1 jam",12,"1 jam","0276324614","33","3309",2021-08-11 22:02:18,"Non COVID-19"
"105","RS Umum Islam Boyolali","Jl. Raya Boyolali Klaten Kemiri Mojosongo",8,NA,11,NA,19,NA,"(0276) 3282158","33","3309",2021-08-11 22:02:18,"Non COVID-19"
"106","RS Umum Daerah Brebes","Jl. Jend.Sudirman No.181, Brebes",15,"36 jam",12,"36 jam",73,"36 jam","0283-671431","33","3329",2021-08-11 22:02:18,"Non COVID-19"
"107","RS Umum Daerah Tangguwisia","Jl. Singaraja-Seriri, Desa Tangguwisia, Kecamatan Seririt, Kabupaten Buleleng, Provinsi Bali",1,NA,1,NA,14,NA,"03623361387","51","5108",2021-08-11 22:02:19,"Non COVID-19"
"108","RS Giri Emas","Jl. Raya Sangsit, Desa Giri Emas Kecamatan Sawan Kabupaten Buleleng",2,NA,4,NA,20,"13 jam","03623303884","51","5108",2021-08-11 22:02:19,"Non COVID-19"
"109","RS Umum Daerah H. Hanafie","Jl. Teuku Umar 88  Muara Bungo",12,"18 jam",17,"18 jam",33,"18 jam","085378607477","15","1509",2021-08-11 22:02:19,"Non COVID-19"
"110","RS Umum Permata Hati","Jl.Lebai Hasan, Rt 06/02, Sungai Pinang, Muara Bungo",4,NA,0,NA,11,NA,"08117444118","15","1509",2021-08-11 22:02:19,"Non COVID-19"
"111","RS Jabal Rahmah Medika","Jl. RM Thaher RT. 015 RW. 005 Kel. Cadika Kec. Rimbo Tengah",7,"10 jam",2,"10 jam",14,"10 jam","082180320002","15","1509",2021-08-11 22:02:19,"Non COVID-19"
"112","RS Umum Daerah Kabupaten Buton Selatan"," JL GAJAH MADA Kel. Laompo Kec. Batauga Kab. Buton Selatan Telp/Fax.(0402)",NA,NA,3,"44 jam",20,"44 jam","085340425378","74","7415",2021-08-11 22:02:20,"Non COVID-19"
"113","RS Umum Permata Bunda","Jl. Mr. Iwa Kusumasomantri No.1 Ciamis",0,NA,9,NA,8,NA,"0265771650","32","3207",2021-08-11 22:02:21,"Non COVID-19"
"114","RS Umum Al-Arif"," Jl. R.E. Martadinata No.158 B, Baregbeg - Ciamis",10,NA,12,NA,28,NA,"0265777391","32","3207",2021-08-11 22:02:21,"Non COVID-19"
"115","RS Umum Dadi Keluarga Ciamis","Jl. RE. Martadinata Nomor 333-335 Baregbeg, Ciamis",5,"38 jam",13,"38 jam",13,"38 jam","02652750777","32","3207",2021-08-11 22:02:21,"Non COVID-19"
"116","RS Khusus Bedah RSOP Ciamis","Jl. Raya Ciamis Banjar KM 7 No. 341 RT 16 RW 06 Desa Cijeungjing Kec Cijeungjing",5,NA,4,NA,14,NA,"02657600450","32","3207",2021-08-11 22:02:21,"Non COVID-19"
"117","RS Umum Daerah Cimacan","Jl. Raya Cimacan No.17, Cianjur",8,"kurang dari 1 menit",16,"kurang dari 1 menit",44,"kurang dari 1 menit","02632950771","32","3203",2021-08-11 22:02:21,"Non COVID-19"
"118","RS Umum Daerah Cilacap","Jl. Gatot Subroto 28 Cilacap RT 04 / RW O5",14,"22 jam",42,"22 jam",26,"22 jam","0282533010","33","3301",2021-08-11 22:02:21,"Non COVID-19"
"119","RS Umum Islam Fatimah","Jl. Ir.H.Juanda No.20 Cilacap",13,"3 menit",9,"3 menit",4,"3 menit","0282542396","33","3301",2021-08-11 22:02:21,"Non COVID-19"
"120","RS Umum Daerah Waled"," Jl. Prabu Kiansantang No. 4 Waled, Cirebon",22,"3 menit",25,"3 menit",91,"3 menit","0231661275","32","3209",2021-08-11 22:02:22,"Non COVID-19"
"121","RS Pertamina Cirebon","Jl. Patra Raya Klayan No 1 Cirebon",1,"11 jam",0,"11 jam",7,NA,"08112433338","32","3209",2021-08-11 22:02:22,"Non COVID-19"
"122","RS Umum Mitra Plumbon","Jl. Raya Plumbon Km.11 Cirebon",10,NA,33,NA,27,NA,"0231323100","32","3209",2021-08-11 22:02:22,"Non COVID-19"
"123","RS Umum Sumber Waras","Jl. Urip Sumoharjo No.5 Ciwaringin, Kab. Cirebon",10,"1 menit",20,"1 menit",10,"1 menit","0231341079","32","3209",2021-08-11 22:02:22,"Non COVID-19"
"124","RS Jantung Hasna Medika","Jl. Raden Gilap No 8 Palimanan, Kabupaten Cirebon",8,"kurang dari 1 menit",20,"kurang dari 1 menit",9,"kurang dari 1 menit","0231343405","32","3209",2021-08-11 22:02:22,"Non COVID-19"
"125","RS Umum Daerah Sidikalang","Jl Rumah Sakit No 19, Sidikalang",9,"21 jam",20,"21 jam",47,"21 jam","0627000022442","12","1210",2021-08-11 22:02:22,"Non COVID-19"
"126","RS Umum Dearah Deli Serdang","Jl. Thamrin Lubuk Pakam",9,"36 jam",9,"36 jam",43,"36 jam","085297825601","12","1212",2021-08-11 22:02:23,"Non COVID-19"
"127","RS Umum Sembiring Deli Tua","Jl. Besar No.77, Deli Tua",0,"36 jam",24,"36 jam",14,"36 jam","081376490201","12","1212",2021-08-11 22:02:23,"Non COVID-19"
"128","RS Umum Rahmad Hidayah","Jl Limau Manis Pasar XIII No.61, Desa Limau Manis, Tanjung Morawa",3,"12 jam",22,"12 jam",50,"12 jam","hotline tidak tersedia","12","1212",2021-08-11 22:02:23,"Non COVID-19"
"129","RS Umum Yoshua","Jl. Medan Lubuk Pakam N0. 70",5,"13 jam",2,"13 jam",6,"13 jam","hotline tidak tersedia","12","1212",2021-08-11 22:02:23,"Non COVID-19"
"130","RS Umum Pancur Batu","Jl. Jamin Ginting KM. 17 Desa Tengah Kec. Pancur Batu",4,NA,11,NA,9,NA,"081376257161","12","1212",2021-08-11 22:02:23,"Non COVID-19"
